,Zip_Code,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
69,11580,0.271944923,0.212678937,0.174637681,0.216568819,0.290342298,0.343675418,0.3882888,0.456684492,0.487088608,0.494613124,0.503401361,0.544707588,0.538540071,0.530666667,0.536111111,0.547897196
70,11581,0.26459144,0.214622642,0.157545605,0.152661064,0.21025641,0.240977881,0.280739935,0.335288368,0.410280374,0.40505145,0.422365989,0.440333025,0.45212766,0.413585555,0.429177269,0.439153439
71,11582,0,0.2,0.333333333,0.2,0.4,0.2,0.25,0.285714286,0.2,0.181818182,0.2,0.222222222,0.625,0.714285714,0.875,0.5
72,11590,0.245726496,0.185614849,0.15920398,0.175310446,0.253272251,0.317101449,0.3703125,0.46002805,0.522434474,0.552842105,0.567556634,0.597286822,0.610671937,0.618913481,0.621309371,0.59332455
73,11592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,11594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,11595,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,11596,0.205882353,0.128571429,0.083333333,0.082191781,0.104438642,0.127182045,0.150110375,0.21611002,0.234848485,0.26171875,0.298676749,0.330693069,0.32751938,0.332,0.313253012,0.33125
77,11597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,11598,0.117647059,0.090909091,0.056561086,0.051327434,0.049520767,0.099853157,0.174252276,0.220747889,0.268065268,0.272522523,0.309692671,0.344280861,0.419218585,0.368852459,0.355065196,0.345415778
79,11599,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0
80,11701,0.261980831,0.205882353,0.196,0.213286713,0.216759777,0.265674814,0.335557674,0.437279152,0.475908707,0.493355482,0.543249798,0.582461786,0.559364548,0.501246883,0.520236088,0.508016878
81,11702,0.169117647,0.060377358,0.06835443,0.050813008,0.090729783,0.148854962,0.144486692,0.256074766,0.305357143,0.314529915,0.334507042,0.329479769,0.33976834,0.284,0.274428274,0.281318681
82,11703,0.213541667,0.125714286,0.119760479,0.105172414,0.13022508,0.166392092,0.190327613,0.250374813,0.31942446,0.360385144,0.372191011,0.394775036,0.372576177,0.353566009,0.374622356,0.391233766
83,11704,0.259445844,0.171507607,0.145733461,0.121186441,0.147634584,0.200457317,0.215796897,0.309385113,0.355459057,0.376219512,0.395348837,0.4246404,0.422929936,0.414844268,0.431708991,0.423347398
84,11705,0.083333333,0.0625,0.047445255,0.072072072,0.11627907,0.203296703,0.187817259,0.204705882,0.272311213,0.268965517,0.326340326,0.353808354,0.329758713,0.323987539,0.32421875,0.301652893
85,11706,0.242559524,0.193869732,0.189413596,0.197674419,0.193003145,0.244807122,0.288255034,0.360614613,0.425397778,0.476298609,0.54954955,0.60566938,0.619047619,0.610472155,0.603814211,0.616759088
86,11707,0,0,0.2,0.111111111,0,0,0.166666667,0,0,1,1,1,0.75,0.5,0,0.333333333
87,11708,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.333333333,0.666666667
88,11709,0.06779661,0.056451613,0.052023121,0.07804878,0.074074074,0.120192308,0.132420091,0.182879377,0.164835165,0.265060241,0.272373541,0.317180617,0.299145299,0.236966825,0.297169811,0.253588517
89,11710,0.151670951,0.098550725,0.079084287,0.069872958,0.093620547,0.159877018,0.161450925,0.224420191,0.253937008,0.257012394,0.278225806,0.341134752,0.317274604,0.273817925,0.294692737,0.29743224
90,11713,0.286624204,0.196226415,0.186968839,0.244332494,0.280821918,0.34368071,0.339544513,0.368320611,0.429602888,0.476618705,0.497297297,0.547663551,0.531313131,0.497064579,0.53493014,0.51
91,11714,0.165957447,0.121518987,0.078431373,0.092006033,0.114597544,0.153947368,0.151136364,0.201075269,0.261785356,0.298298298,0.334022751,0.387646432,0.366120219,0.325084364,0.333333333,0.364332604
92,11715,0.19047619,0.084337349,0.081967213,0.068027211,0.106666667,0.164772727,0.171875,0.21319797,0.24742268,0.313513514,0.281767956,0.275862069,0.293413174,0.271523179,0.267123288,0.311258278
93,11716,0.147058824,0.06372549,0.070967742,0.068965517,0.112820513,0.195979899,0.221198157,0.243362832,0.235682819,0.268980477,0.290322581,0.349367089,0.299479167,0.2823219,0.295039164,0.352459016
94,11717,0.344283837,0.260244428,0.26285984,0.298107256,0.286127168,0.299270073,0.370414201,0.431836735,0.516193824,0.580754352,0.667842031,0.725951557,0.741290019,0.751548356,0.744777911,0.750554051
95,11718,0.028571429,0.078125,0.05,0.05511811,0.128787879,0.123076923,0.128787879,0.160839161,0.204225352,0.194630872,0.283783784,0.289855072,0.298245614,0.216216216,0.261682243,0.300884956
96,11719,0.238095238,0.155555556,0.082191781,0.129411765,0.213333333,0.31884058,0.209876543,0.275862069,0.31372549,0.419047619,0.484536082,0.465346535,0.411111111,0.341463415,0.337837838,0.422535211
97,11720,0.213333333,0.126168224,0.098516949,0.097777778,0.128896377,0.181892333,0.1885759,0.218774244,0.287194671,0.301563663,0.346450617,0.371867421,0.389351082,0.347826087,0.352148273,0.375661376
98,11721,0.120481928,0.034682081,0.022727273,0.044067797,0.043010753,0.070671378,0.057432432,0.085616438,0.147766323,0.174657534,0.285714286,0.311594203,0.357976654,0.353191489,0.359813084,0.25877193
99,11722,0.286652079,0.240694789,0.25170068,0.271851852,0.259209645,0.293165468,0.33758639,0.415021666,0.512855831,0.563605002,0.630957402,0.686792453,0.707651482,0.691614067,0.709156194,0.726251755
100,11724,0.105263158,0.036585366,0.054263566,0.08496732,0.133333333,0.12987013,0.161290323,0.188679245,0.20625,0.294797688,0.291428571,0.362573099,0.364238411,0.290540541,0.288590604,0.326388889
101,11725,0.17173913,0.090470446,0.06083976,0.065027756,0.081166273,0.112462006,0.11549101,0.148821549,0.217391304,0.27994228,0.320093458,0.349514563,0.331914894,0.307826087,0.305025997,0.348857645
102,11726,0.361538462,0.254854369,0.224919094,0.229485396,0.236315087,0.311355311,0.373831776,0.469777306,0.494011976,0.523391813,0.532649254,0.556074766,0.564751704,0.56142132,0.528556594,0.477178423
103,11727,0.274247492,0.17953668,0.15394913,0.128205128,0.156282999,0.214354995,0.223540146,0.260105448,0.319148936,0.3697411,0.413438735,0.449838188,0.427592117,0.449458484,0.452148438,0.473420261
104,11729,0.206896552,0.116666667,0.095890411,0.113207547,0.134371957,0.17472119,0.193043478,0.258833196,0.322452229,0.3348659,0.388765706,0.479420732,0.467793881,0.449646643,0.440114068,0.417674419
105,11730,0.162650602,0.082706767,0.06281407,0.055555556,0.083168317,0.127927928,0.145973154,0.222222222,0.290734824,0.305114638,0.291296625,0.328244275,0.312267658,0.28968254,0.267782427,0.256521739
106,11731,0.13592233,0.084087969,0.058047493,0.05625,0.066066066,0.113868613,0.124472574,0.153269755,0.21468144,0.238931834,0.285714286,0.334358186,0.331993569,0.305625525,0.270008795,0.27399651
107,11732,0.086956522,0.023809524,0.049180328,0.061538462,0.088235294,0.098360656,0.142857143,0.171171171,0.182539683,0.238461538,0.179487179,0.25,0.210084034,0.212121212,0.2578125,0.246153846
108,11733,0.27753304,0.162227603,0.110210697,0.094072165,0.110036276,0.141069397,0.120218579,0.165938865,0.217021277,0.282352941,0.325213155,0.379310345,0.352367688,0.328380386,0.321086262,0.293209877
109,11735,0.194736842,0.113707165,0.081896552,0.092537313,0.126760563,0.150842946,0.182838813,0.251803752,0.297220242,0.349670812,0.367567568,0.381917381,0.375308642,0.391304348,0.376297578,0.397727273
110,11736,0,0,0,0,0,0,0,0,0,0,2,2,1,0.5,0.5,0.5
111,11737,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,1
112,11738,0.225806452,0.141618497,0.108527132,0.097709924,0.154744526,0.208913649,0.198174707,0.231691079,0.30517024,0.334554335,0.372208437,0.37403599,0.384303112,0.375338753,0.364285714,0.388888889
113,11739,0.1,0.09375,0.065217391,0.044444444,0.0625,0.058823529,0.111111111,0.116666667,0.24137931,0.351851852,0.333333333,0.277777778,0.333333333,0.171428571,0.171428571,0.15
114,11740,0.11023622,0.076612903,0.039215686,0.04950495,0.07875895,0.085846868,0.089686099,0.125560538,0.176724138,0.250564334,0.334862385,0.362416107,0.302380952,0.308673469,0.328690808,0.330532213
115,11741,0.216494845,0.119089317,0.099878197,0.102956167,0.119877049,0.193158954,0.198884758,0.217198582,0.24825784,0.278385198,0.299159664,0.337251356,0.335514019,0.300487805,0.322513089,0.309245484
116,11742,0.19760479,0.11,0.107623318,0.118446602,0.136633663,0.194174757,0.1826742,0.223385689,0.277128548,0.324546952,0.332197615,0.366141732,0.329166667,0.293361884,0.345132743,0.347533632
117,11743,0.173752311,0.082906858,0.060101376,0.071382219,0.08847352,0.125225768,0.137049942,0.173304629,0.226759807,0.275299238,0.346681922,0.418062201,0.383183569,0.372691293,0.363147276,0.35989011
118,11746,0.188914027,0.11910828,0.086308179,0.105134474,0.136867089,0.183188843,0.208975218,0.27448534,0.348985156,0.400779376,0.448430493,0.504414361,0.503520049,0.502188868,0.503414634,0.496409922
119,11747,0.140625,0.075921909,0.057522124,0.080147965,0.123936817,0.154994259,0.139761647,0.172995781,0.256189451,0.301026226,0.353673724,0.393979058,0.419087137,0.408823529,0.408037094,0.443333333
120,11749,0.235294118,0.220338983,0.258823529,0.288461538,0.256410256,0.28030303,0.284615385,0.299270073,0.39869281,0.3875,0.38372093,0.487341772,0.496350365,0.468253968,0.466101695,0.491935484
121,11750,0,0,0,0,0,0,0,0.666666667,1,0,0.333333333,0.666666667,0.5,0,0,1
122,11751,0.188311688,0.099656357,0.082089552,0.064655172,0.113006397,0.158730159,0.168190128,0.224108659,0.247038917,0.255613126,0.332116788,0.389513109,0.392927308,0.342519685,0.334782609,0.3
123,11752,0.098901099,0.087431694,0.062091503,0.083815029,0.112637363,0.140056022,0.171195652,0.235294118,0.299760192,0.364485981,0.363218391,0.428571429,0.457142857,0.409448819,0.394021739,0.340782123
124,11753,0.299319728,0.172690763,0.123209169,0.095348837,0.141350211,0.167315175,0.212653779,0.259643917,0.324797844,0.348410758,0.423952096,0.485854859,0.484415584,0.485355649,0.50348675,0.521798365
125,11754,0.20212766,0.095435685,0.06025825,0.057179161,0.083839611,0.122276029,0.137931034,0.143373494,0.173299101,0.214580468,0.266272189,0.315625,0.314102564,0.253311258,0.2512,0.270833333
126,11755,0.248366013,0.147169811,0.109042553,0.086666667,0.117154812,0.18503937,0.198841699,0.202290076,0.202729045,0.222672065,0.259183673,0.314732143,0.268965517,0.240384615,0.238329238,0.265984655
127,11756,0.203883495,0.124671916,0.084172004,0.078861789,0.121546961,0.177941176,0.178352621,0.222153465,0.275622467,0.278481013,0.319063927,0.333518313,0.345644983,0.343578485,0.334069575,0.319460067
128,11757,0.217488789,0.157701711,0.110918544,0.098173516,0.138282387,0.200987306,0.232931727,0.286157666,0.319136523,0.337798486,0.373619988,0.393813206,0.388337469,0.336734694,0.321162948,0.326322931
129,11758,0.149180328,0.08850365,0.0507201,0.058757062,0.081913139,0.113612565,0.140726007,0.173302108,0.216464891,0.241005421,0.270958084,0.321230459,0.294820717,0.263479145,0.260756869,0.249601699
130,11760,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5
131,11762,0.111111111,0.047826087,0.031484258,0.051655629,0.066582915,0.103488372,0.105691057,0.125799574,0.147219193,0.186567164,0.228832952,0.259661836,0.225512528,0.20935412,0.195628415,0.18924972
132,11763,0.25,0.172291297,0.171562867,0.163580247,0.2,0.254345837,0.272347536,0.294930876,0.381021898,0.426647768,0.44964539,0.472992701,0.448302469,0.426829268,0.435620663,0.460567823
133,11764,0.240641711,0.157894737,0.127236581,0.097103918,0.11147541,0.133440514,0.139605463,0.169296987,0.209370425,0.23488045,0.249249249,0.302066773,0.312611012,0.276679842,0.253112033,0.261802575
134,11765,0.25,0,0.071428571,0.066666667,0.153846154,0.230769231,0.133333333,0.235294118,0.181818182,0.173913043,0.233333333,0.28,0.428571429,0.25,0.3,0.181818182
135,11766,0.289156627,0.172413793,0.130434783,0.104417671,0.128544423,0.165784832,0.16828479,0.194357367,0.22503962,0.23013245,0.223214286,0.275862069,0.280769231,0.279166667,0.227272727,0.226781857
136,11767,0.154205607,0.094182825,0.071691176,0.059485531,0.086383602,0.134094151,0.156123822,0.16781293,0.200280112,0.206703911,0.26,0.286614173,0.282958199,0.29005059,0.248658318,0.233840304
137,11768,0.120481928,0.054216867,0.046875,0.036299766,0.044759825,0.077844311,0.082931533,0.11587147,0.161585366,0.222222222,0.271345029,0.31213192,0.281507656,0.237864078,0.265075377,0.274725275
138,11769,0.170731707,0.086666667,0.071428571,0.057142857,0.085808581,0.139941691,0.162011173,0.218487395,0.267062315,0.352201258,0.318791946,0.32103321,0.310861423,0.233962264,0.223577236,0.234449761
139,11770,0,0.5,0.25,0,0.25,0.333333333,0.666666667,0.2,0.2,0.4,0.5,0.5,0.142857143,0.4,0.4,0
140,11771,0.1,0.063063063,0.044692737,0.075829384,0.0625,0.148788927,0.153409091,0.20984456,0.231343284,0.240196078,0.243107769,0.255696203,0.240105541,0.258152174,0.261235955,0.259818731
141,11772,0.278508772,0.1875,0.18061674,0.1998486,0.234265734,0.284552846,0.31372549,0.327142001,0.383062255,0.434925865,0.443835616,0.494337486,0.493084787,0.477380952,0.481179423,0.493264913
142,11773,0.5,0.333333333,0,0,0.166666667,0.285714286,0,0,1,1,1.5,1.5,2,1,0,0
143,11774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,11775,0,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0
145,11776,0.29153605,0.18129771,0.125316456,0.112554113,0.164328657,0.219397363,0.217013889,0.273356401,0.314586995,0.360443623,0.373605948,0.390104662,0.416,0.401058201,0.402838428,0.391351351
146,11777,0.201612903,0.128205128,0.099667774,0.12238806,0.161559889,0.199475066,0.166666667,0.205882353,0.256292906,0.305555556,0.338624339,0.39516129,0.423631124,0.428134557,0.355704698,0.377697842
147,11778,0.296511628,0.171717172,0.097674419,0.100990099,0.134790528,0.160558464,0.194871795,0.238095238,0.293924466,0.335581788,0.336734694,0.361818182,0.339823009,0.31640625,0.301587302,0.308488613
148,11779,0.21,0.115482234,0.090675791,0.097122302,0.125941136,0.167000668,0.174702567,0.204307692,0.257413998,0.28255814,0.302923977,0.351887396,0.358350237,0.353310105,0.341825902,0.350852273
149,11780,0.198156682,0.093582888,0.056466302,0.039938556,0.0969163,0.166197183,0.15625,0.139107612,0.171507607,0.235795455,0.294385432,0.31918239,0.281098546,0.26642984,0.249530957,0.234615385
150,11782,0.146666667,0.082352941,0.075294118,0.050880626,0.106115108,0.176759411,0.179012346,0.198561151,0.215909091,0.25,0.285081241,0.278115502,0.273333333,0.246551724,0.216911765,0.200811359
151,11783,0.096774194,0.058252427,0.044554455,0.059090909,0.081481481,0.110799439,0.105395232,0.154189944,0.167431193,0.193511008,0.218942189,0.289276808,0.265605875,0.224646983,0.228682171,0.235984355
152,11784,0.243243243,0.163265306,0.121483376,0.123028391,0.139465875,0.152214022,0.189262966,0.23183391,0.302901024,0.357876712,0.351555929,0.373333333,0.368709973,0.381315539,0.403560831,0.42386033
153,11786,0.274336283,0.142857143,0.086956522,0.089337176,0.130681818,0.187150838,0.193029491,0.229050279,0.266304348,0.265027322,0.288571429,0.28343949,0.325842697,0.282700422,0.271186441,0.315352697
154,11787,0.160744501,0.07826087,0.053461275,0.05904059,0.109198813,0.166478555,0.154175589,0.180117584,0.195882026,0.244815668,0.271945979,0.299932295,0.291636883,0.256756757,0.250406504,0.243415802
155,11788,0.167364017,0.09375,0.064566929,0.06232687,0.082417582,0.138069705,0.148,0.167758847,0.198924731,0.233516484,0.25974026,0.343987823,0.346333853,0.306320908,0.280587276,0.270417423
156,11789,0.22826087,0.160493827,0.130081301,0.118421053,0.143712575,0.226708075,0.208823529,0.203966006,0.25,0.295392954,0.292479109,0.341463415,0.384879725,0.33203125,0.277777778,0.282352941
157,11790,0.174157303,0.105263158,0.084188912,0.070671378,0.118780096,0.153729072,0.15327381,0.181533646,0.189144737,0.219931271,0.261946903,0.281310212,0.283975659,0.268085106,0.285393258,0.313684211
158,11791,0.175,0.118895966,0.071225071,0.071849234,0.112938596,0.158333333,0.155635063,0.190769231,0.260055479,0.292733564,0.357804233,0.4068388,0.41122807,0.406365655,0.423242468,0.411331862
159,11792,0.243243243,0.154228856,0.092105263,0.090909091,0.115479115,0.182448037,0.182608696,0.238396624,0.270788913,0.327231121,0.360655738,0.430412371,0.386111111,0.327044025,0.320872274,0.301242236
