,Zip_Code,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
160,11793,0.168449198,0.088921283,0.061507937,0.061482821,0.089177489,0.132075472,0.147928994,0.176939811,0.202166065,0.224125625,0.259789157,0.294388932,0.29322163,0.250193648,0.232540292,0.245043616
161,11794,0,0,0,0,0.083333333,0.166666667,0.363636364,0.333333333,0.25,0.5,0.5,1,0.333333333,0.333333333,0.333333333,0.333333333
162,11795,0.122743682,0.058252427,0.04797048,0.045643154,0.084241824,0.150046598,0.154666667,0.220512821,0.251304348,0.240869565,0.299082569,0.284294235,0.312564901,0.293922652,0.265734266,0.264634146
163,11796,0.078947368,0.097222222,0.071428571,0.083333333,0.0703125,0.093959732,0.113207547,0.156626506,0.195530726,0.203296703,0.268571429,0.316129032,0.342857143,0.292517007,0.258503401,0.352941176
164,11797,0.091954023,0.088435374,0.038095238,0.058823529,0.10877193,0.122257053,0.167182663,0.203966006,0.27700831,0.346456693,0.433510638,0.426592798,0.411594203,0.386904762,0.376344086,0.397402597
165,11798,0.273972603,0.218274112,0.21981982,0.236842105,0.276653171,0.368221942,0.402085747,0.425485961,0.508491508,0.524822695,0.573243014,0.647302905,0.642487047,0.654188948,0.655555556,0.67736022
166,11801,0.21641791,0.134163209,0.120038722,0.123833757,0.158382477,0.250194856,0.26831037,0.348080677,0.383353584,0.398305085,0.466508595,0.510385757,0.514789176,0.511764706,0.523560209,0.533506831
167,11802,0,0,0,0,0.5,0,0.5,0.25,0.5,0.714285714,0.6,0.5,0,0,0,1
168,11803,0.208823529,0.117161716,0.077647059,0.078920042,0.121541502,0.160697888,0.167938931,0.208520179,0.282199711,0.302695232,0.370143149,0.414189189,0.418682796,0.419014085,0.469197708,0.486980999
169,11804,0.246753247,0.131782946,0.100558659,0.101941748,0.145631068,0.182222222,0.261410788,0.249097473,0.328413284,0.378787879,0.412451362,0.447580645,0.463114754,0.452173913,0.435897436,0.46122449
170,11815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,11819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,11853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,11854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,11855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,11901,0.293617021,0.24361949,0.305418719,0.319268636,0.384915475,0.43764988,0.489340102,0.527909177,0.547759932,0.600790514,0.653995345,0.652111668,0.612289685,0.597684515,0.612765957,0.615437629
176,11930,0.294117647,0.225806452,0.142857143,0.206896552,0.290322581,0.402597403,0.527777778,0.58974359,0.481012658,0.544303797,0.513157895,0.680555556,0.611940299,0.580645161,0.464285714,0.62
177,11931,0.1,0.066666667,0.15625,0.117647059,0.191489362,0.220338983,0.317460317,0.328358209,0.357142857,0.484375,0.586206897,0.553571429,0.530612245,0.4,0.5,0.35
178,11932,0.5,0.36,0.258064516,0.258064516,0.243243243,0.425,0.386363636,0.531914894,0.450980392,0.428571429,0.475409836,0.438596491,0.369230769,0.49122807,0.586206897,0.622641509
179,11933,0.222222222,0.216981132,0.211180124,0.149038462,0.228699552,0.321138211,0.333333333,0.375,0.463709677,0.498023715,0.539370079,0.488549618,0.470588235,0.451612903,0.456621005,0.488479263
180,11934,0.255813953,0.135294118,0.170940171,0.167910448,0.179054054,0.198847262,0.246031746,0.294117647,0.316513761,0.352422907,0.381057269,0.433486239,0.430656934,0.378516624,0.385041551,0.384180791
181,11935,0.269230769,0.125,0.125,0.090909091,0.150442478,0.201834862,0.173553719,0.201923077,0.289473684,0.307692308,0.4,0.452173913,0.490384615,0.411214953,0.577319588,0.505617978
182,11937,0.345794393,0.246498599,0.224279835,0.242647059,0.320338983,0.403225806,0.445491252,0.464473684,0.5,0.489189189,0.52368758,0.600263852,0.586834734,0.547788873,0.496784566,0.535420099
183,11939,0.111111111,0.0625,0.05,0.045454545,0.043478261,0.291666667,0.28125,0.5,0.65,0.857142857,0.421052632,0.380952381,0.307692308,0.322580645,0.5,0.517241379
184,11940,0.275862069,0.128440367,0.124137931,0.156424581,0.209677419,0.22705314,0.260273973,0.248868778,0.330434783,0.31981982,0.356223176,0.407894737,0.39055794,0.391891892,0.383886256,0.382352941
185,11941,0.277777778,0.193548387,0.208333333,0.203703704,0.2,0.23943662,0.340909091,0.329896907,0.473684211,0.479591837,0.438202247,0.472527473,0.466666667,0.419753086,0.473684211,0.480519481
186,11942,0.275862069,0.216666667,0.173469388,0.111111111,0.11971831,0.207100592,0.257575758,0.308056872,0.369098712,0.469565217,0.434210526,0.473029046,0.483568075,0.438914027,0.427906977,0.43902439
187,11944,0.36,0.270588235,0.182692308,0.26446281,0.310606061,0.393939394,0.450381679,0.452554745,0.493150685,0.524475524,0.612121212,0.655555556,0.647727273,0.605882353,0.563758389,0.615384615
188,11946,0.326530612,0.251308901,0.294701987,0.372654155,0.439140811,0.486,0.428816467,0.418070444,0.45923913,0.53259362,0.578729282,0.573770492,0.57967033,0.504922644,0.517241379,0.523424879
189,11947,0,0.083333333,0.066666667,0.058823529,0.047619048,0.090909091,0.25,0.2,0.347826087,0.391304348,0.344827586,0.322580645,0.266666667,0.25,0.310344828,0.423076923
190,11948,0.5,0.352941176,0.333333333,0.296296296,0.166666667,0.217391304,0.239130435,0.275,0.276595745,0.489795918,0.660377358,0.666666667,0.58974359,0.43902439,0.482758621,0.444444444
191,11949,0.216783217,0.131944444,0.11622807,0.103074141,0.156928214,0.204368175,0.215629522,0.204545455,0.245989305,0.308539945,0.318758815,0.379464286,0.3859375,0.34384858,0.309734513,0.315044248
192,11950,0.346405229,0.21221865,0.214990138,0.232758621,0.299050633,0.329394387,0.335535007,0.38594328,0.439285714,0.489479513,0.508305648,0.545454545,0.540704739,0.504705882,0.488914819,0.489617486
193,11951,0.279661017,0.19844358,0.196850394,0.222222222,0.240088106,0.289256198,0.332096475,0.359177215,0.411174785,0.465753425,0.49799733,0.534751773,0.542242704,0.542056075,0.508943089,0.503115265
194,11952,0.322580645,0.215686275,0.163043478,0.108333333,0.103225806,0.163636364,0.192982456,0.222891566,0.238993711,0.358974359,0.43902439,0.435582822,0.413580247,0.370860927,0.51369863,0.462962963
195,11953,0.298387097,0.167420814,0.15497076,0.146699267,0.156327543,0.20990566,0.237995825,0.266666667,0.342158859,0.363984674,0.402255639,0.426035503,0.433760684,0.413394919,0.438256659,0.451219512
196,11954,0.292682927,0.276923077,0.220779221,0.260273973,0.296703297,0.373737374,0.388888889,0.444444444,0.422764228,0.4375,0.518796992,0.512820513,0.514925373,0.47008547,0.45,0.576086957
197,11955,0.142857143,0.117647059,0.122807018,0.233333333,0.303030303,0.313432836,0.30952381,0.32967033,0.340206186,0.358490566,0.408602151,0.482352941,0.483870968,0.505154639,0.416666667,0.43
198,11956,0.5,0.25,0,0.2,0.2,0.4,0.444444444,0.4,0.444444444,0.181818182,0.266666667,0.307692308,0.461538462,0.636363636,0.555555556,0.333333333
199,11957,0.25,0.166666667,0,0,0.055555556,0.176470588,0.117647059,0.117647059,0.071428571,0.333333333,0.307692308,0.333333333,0.384615385,0.333333333,0.583333333,0.6
200,11958,0.2,0,0.117647059,0.235294118,0.375,0.25,0.1875,0.208333333,0.458333333,0.631578947,0.6,0.566666667,0.566666667,0.7,0.65,0.5
201,11959,0.4,0.1,0.142857143,0.2,0.130434783,0.25,0.333333333,0.314285714,0.5,0.488372093,0.522727273,0.5,0.487804878,0.5,0.395348837,0.5
202,11960,0.272727273,0.142857143,0.125,0.095238095,0.195121951,0.23255814,0.2,0.111111111,0.272727273,0.379310345,0.446428571,0.413793103,0.389830508,0.275862069,0.309090909,0.377777778
203,11961,0.239583333,0.173913043,0.139737991,0.125461255,0.13220339,0.203592814,0.263020833,0.316049383,0.336980306,0.360849057,0.37745098,0.441416894,0.398891967,0.397183099,0.399463807,0.410326087
204,11962,0,0,0,0.230769231,0.222222222,0.473684211,0.375,0.363636364,0.5,0.333333333,0.181818182,0.235294118,0.411764706,0.25,0.1875,0.428571429
205,11963,0.28,0.166666667,0.149350649,0.219653179,0.206521739,0.276995305,0.30651341,0.329749104,0.394160584,0.418181818,0.452898551,0.492805755,0.46743295,0.432432432,0.462882096,0.512195122
206,11964,0.166666667,0.2,0.076923077,0.090909091,0.083333333,0.333333333,0.279069767,0.266666667,0.292682927,0.391304348,0.319148936,0.462962963,0.431034483,0.384615385,0.380952381,0.465116279
207,11965,0,0,0.142857143,0.2,0.272727273,0.142857143,0.222222222,0.277777778,0.409090909,0.68,0.526315789,0.315789474,0.333333333,0.352941176,0.157894737,0.294117647
208,11967,0.275862069,0.223819302,0.222818792,0.216937355,0.232657417,0.269467213,0.303249097,0.339983375,0.381134969,0.431649331,0.457478006,0.521577381,0.518745218,0.490688259,0.469879518,0.442291491
209,11968,0.230769231,0.152866242,0.25390625,0.294701987,0.362776025,0.376021798,0.36744186,0.376569038,0.460629921,0.484787018,0.536997886,0.594360087,0.512552301,0.47826087,0.491189427,0.503722084
210,11969,0.307692308,0.333333333,0.363636364,0.37037037,0.291666667,0.333333333,0.378378378,0.390243902,0.58974359,0.512195122,0.387755102,0.482142857,0.690909091,0.631578947,0.447368421,0.393939394
211,11970,0,0.2,0.166666667,0,0,0.333333333,0.25,0.285714286,0.222222222,0.571428571,0.4,0.5,0.666666667,0.666666667,0.666666667,0.6
212,11971,0.269230769,0.160493827,0.12295082,0.126865672,0.093333333,0.16091954,0.215469613,0.260204082,0.323383085,0.393364929,0.421296296,0.52238806,0.494791667,0.480874317,0.494186047,0.52866242
213,11972,0.2,0.142857143,0.15,0.045454545,0.192307692,0.25,0.179487179,0.28,0.333333333,0.41025641,0.5,0.547619048,0.6,0.428571429,0.5,0.513513514
214,11973,0.5,0,0,0,0.25,0.166666667,0,0.166666667,0.25,0,0,0,0,0,0,0
215,11975,0.111111111,0.15,0.208333333,0.166666667,0.428571429,0.571428571,0.444444444,0.315789474,0.304347826,0.36,0.518518519,0.47826087,0.615384615,0.444444444,0.516129032,0.44
216,11976,0.272727273,0.172413793,0.25,0.254901961,0.392156863,0.316666667,0.393939394,0.243243243,0.408450704,0.47826087,0.507246377,0.461538462,0.557377049,0.5,0.5,0.462962963
217,11977,0.214285714,0.161290323,0.120689655,0.101449275,0.147368421,0.203539823,0.262295082,0.297709924,0.333333333,0.43,0.479166667,0.49,0.488636364,0.367088608,0.425287356,0.361702128
218,11978,0.178571429,0.163265306,0.222222222,0.2875,0.295454545,0.336283186,0.392,0.482269504,0.456953642,0.520467836,0.534090909,0.513812155,0.522727273,0.524096386,0.480225989,0.505882353
219,11980,0.291666667,0.246753247,0.12605042,0.113475177,0.133802817,0.218978102,0.210526316,0.198675497,0.295597484,0.352941176,0.36875,0.430379747,0.344155844,0.322981366,0.368055556,0.312056738
